X,Y,OBJECTID,SCHOOL_NAME,SCHOOL_TYPE,TYPE_DESC,GRADES,ADDRESS,CITY,ZIP,WEB_ADDRESS,PHONE,REGION,SCH_YR,GlobalID,CreationDate,Creator,EditDate,Editor
-77.204960900057,38.9165878335218,"4900",PIMMIT HILLS CENTER,AC,Administrative Center, ,7510 LISLE AVE,FALLS CHURCH,"22043",https://www.fcps.edu/registration/adult-and-community-education-registration,"5714234110","5",2023_24,1bf6d310-b983-489b-ad4a-3f2fb3b88439,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.22553081714,38.7039104028134,"4901",LORTON TRANSPORTATION CENTER,AC,Administrative Center, ,8101 LORTON RD,LORTON,"22079", ,"7034462000","4",2023_24,3ba8e5fd-1f3e-4317-ae40-6a3605058b9a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2241623827519,38.8685490345564,"4902",GATEHOUSE ADMINISTRATIVE CENTER,AC,Administrative Center, ,8115 GATEHOUSE RD,FALLS CHURCH,"22042", ,"5714233000","2",2023_24,8fe24391-cd17-4496-b112-e42a9dedec13,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.229073393454,38.8646721975044,"4903",WILLOW OAKS ADMINISTRATIVE CENTER,AC,Administrative Center, ,8270 WILLOW OAKS CORPORATE DR,FAIRVAX,"22031", ,"5714234900","2",2023_24,ff43df85-6ee5-4be0-afea-fe91418f297d,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.179633293037,38.7992433332423,"4904",FORTE SUPPORT CENTER,AC,Administrative Center, ,6800B INDUSTRIAL RD,SPRINGFIELD,"22151", ,"7036583640","3",2023_24,0639d3f5-ee16-4099-9cb8-cf3afa3e581f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4641080543285,38.888607309889,"4905",STONECROFT TRANSPORTATION CENTER,AC,Administrative Center, ,4641 STONECROFT BLVD,CHANTILLY,"20151", ,"7032497100","5",2023_24,21aa46f7-4894-4547-b630-567efde328aa,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2619451502866,38.9000512999897,"4906",WATERS AND CAFFI FIELDS,Site,Site, , ,VIENNA,"22180", ,"0","1",2023_24,d01822b5-2d9a-4802-a16c-e92e7f067664,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1749521558544,38.7977363145095,"4910",INDUSTRIAL ROAD,AC,Administrative Center, ,6700 INDUSTRIAL RD,SPRINGFIELD,"22151", ,"0","3",2023_24,1d44faaf-0437-43f2-92b1-d79f62f748e4,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3715540435249,38.9612911094979,"4911",HERNDON SUPPORT CENTER,AC,Administrative Center, ,397 HERNDON PKWY,HERNDON,"20170", ,"7034675200","1",2023_24,f1d92249-9606-426c-a194-37f87bc56bd1,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2383580293504,38.8731067808145,"4912",MERRIFIELD SUPPORT CENTER,AC,Administrative Center, ,8435 ROUTE 29,MERRIFIELD,"22031", ,"5719821100","2",2023_24,e22698ac-e840-443e-ac75-b746fdb464de,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1345271799666,38.7831753167545,"4913",EDISON SUPPORT CENTER,AC,Administrative Center, ,5805 FRANCONIA RD,ALEXANDRIA,"22310", ,"7033136000","3",2023_24,d58a3c04-4ab5-4abb-8c1b-5b8e33f978c8,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2748479627759,38.8403101727579,"4914",WOODSON SUPPORT CENTER/ANNEX,AC,Administrative Center, ,9515 MAIN ST,FAIRFAX,"22031", ,"7037643500","5",2023_24,e49f1464-1ac2-4cc5-aef6-f4b604f91821,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1779467823602,38.7985628296759,"4915",IPSC - INSTRUCTIONAL PROGRAM SUPPORT CENTER,AC,Administrative Center, ,6732 INDUSTRIAL RD,SPRINGFIELD,"22151", ,"7039166953","3",2023_24,3c247b87-97dc-4578-9e89-6a8130059db5,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1825170245065,38.8014554982504,"4916",FOOD & NUTRITION SERVICES,AC,Administrative Center, ,6840 INDUSTRIAL RD,SPRINGFIELD,"22151",https://www.fcps.edu/family-resources/student-safety-and-wellness/food-and-nutrition-programs,"7038134800","3",2023_24,73f97dda-5107-46b9-818e-80d7cb62f70a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2170349104882,38.8628837561515,"4917",FAIRVIEW PARK,AC,Administrative Center, ,3110 FAIRVIEW PARK DR,FALLS CHURCH,"22042", ,"7034263900","2",2023_24,47e978ca-de1d-48b2-b095-75c1773b7b34,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4149554408124,38.8430813699658,"4918",LELAND HOUSE,ALTCT,Alternative Court, ,13525 LELAND RD,CENTREVILLE,"20120",https://interagency.fcps.edu/,"5714234360","4",2023_24,b20923ed-d2ef-4271-b7fa-e4b7a742217c,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3870431034367,38.8430921767409,"4919",FOUNDATIONS,ALTCT,Alternative Court, ,12720 ROUTE 29,FAIRFAX,"22030",https://interagency.fcps.edu/,"5714234360","5",2023_24,c1d14bf1-2e3a-4e1a-9afe-a30f598a8389,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.379454901762,38.9615690457911,"4920",HERNDON WELCOME CENTER,ALTCT,Alternative Court, ,465 SPRINGFIELD PL,HERNDON,"20170",https://www.fcps.edu/registration/general-registration-requirements/welcome,"7032272210","1",2023_24,7f16f94b-3b41-41d9-9c31-274dd5b66e87,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.303435957619,38.8158136874774,"4921",TSRC ROBINSON,ALTCT,Alternative Court, ,5035 SIDEBURN RD,FAIRFAX,"22032",https://interagency.fcps.edu/,"5714234360","4",2023_24,7139c426-1d53-4ff9-8a25-19c04b780aa1,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3143177188457,38.8451547977705,"4922",JUVENILE COURT SCHOOL,ALTCT,Alternative Court, ,10650 PAGE AVE,FAIRFAX,"22030",https://www.fcps.edu/academics/academic-overview/nontraditional-school-programs/state-operated-programs,"7032462915","5",2023_24,c2800214-c4ad-496f-8159-48ea5eb9584f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3137880577308,38.84518473391,"4923",STEPPING STONES,ALTCT,Alternative Court, ,10650 PAGE AVE,FAIRFAX,"22030",https://interagency.fcps.edu/,"5714234360","5",2023_24,08c20ca5-5b39-4919-9b52-6d2312232d1f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3112889223705,38.8439566267799,"4924",FCAHS ADULT DETENTION CENTER,OTH,Other, ,10520 JUDICIAL DR,FAIRFAX,"22030",https://interagency.fcps.edu/,"5714234360","5",2023_24,13e38f06-b4fd-4a6b-8ab9-dbc25618d0ab,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1343139112001,38.7821365527199,"4925",NCRA EDISON,ALTCT,Alternative Court, ,5801 FRANCONIA RD,ALEXANDRIA,"22310",https://edisonacademy.fcps.edu/academics/courses/ncra,"5714234360","3",2023_24,9d35e61b-092a-4456-b691-85cd9e551c7a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2386371363311,38.7170640870283,"4926",TSRC SOUTH COUNTY,ALTCT,Alternative Court, ,8501 SILVERBROOK RD,LORTON,"22079",https://interagency.fcps.edu/,"5714234360","4",2023_24,e79e308a-345d-4f04-9b31-cfdb4bcd4711,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4651363066724,38.885568053902,"4927",TSRC WESTFIELD,ALTCT,Alternative Court, ,4700 STONECROFT BLVD,CHANTILLY,"20151",https://interagency.fcps.edu/,"5714234360","5",2023_24,93df5b68-ac8d-4de3-a49b-c148a6db58e3,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1497497136314,38.856879013634,"4928",FCAHS JUSTICE,OTH,Other, ,3301 PEACE VALLEY LN,FALLS CHURCH,"22044",https://interagency.fcps.edu/,"7036582736","2",2023_24,29846b44-737f-4757-bbd0-208759c8d9f3,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3393396732027,38.9324610182111,"4929",TSRC SOUTH LAKES,ALTCT,Alternative Court, ,11400 SOUTH LAKES DR,RESTON,"20191",https://interagency.fcps.edu/,"5714234360","1",2023_24,b1a329a7-4354-4062-9236-df08cf33d062,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4755281043991,38.8286628480282,"4930",BULL RUN EC RESOURCE CENTER,PSRES,Preschool Resource Center,PS,15301 ROUTE 29,CENTREVILLE,"20121",https://www.fcps.edu/registration/early-childhood-prek/early-childhood-child-find,"7034562200","4",2023_24,019c9abe-dcb4-49b3-9a7d-55a578622250,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3789890517586,38.9619387621754,"4932",HERNDON LEARNING CENTER,ALTCT,Alternative Court, ,465 SPRINGFIELD PL,HERNDON,"20170", ,"0","1",2023_24,b1d64ce7-35e5-4746-af38-ad90cf9c492b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1298255118472,38.8071803087759,"4934",FOOD & NUTRITION SERVICES PICKETT ST. WAREHOUSE,AC,Administrative Center, ,619 SOUTH PICKETT ST,ALEXANDRIA,"22304",https://www.fcps.edu/family-resources/student-safety-and-wellness/food-and-nutrition-programs,"0","0",2023_24,04d5cf20-2d0f-49ce-b9f5-3dfc0726066f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2758955387654,38.8389144925523,"4935",ISAEP CENTRAL,ALTCT,Alternative Court, ,9525 MAIN ST,FAIRFAX,"22031",https://interagency.fcps.edu/,"5714234360","5",2023_24,32798861-6d98-4a26-ac66-9a465abe2a35,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1954208066441,38.8677675583003,"4936",TSRC GRAHAM ROAD,ALTCT,Alternative Court, ,3036 GRAHAM RD,FALLS CHURCH,"22042",https://interagency.fcps.edu/,"5714234360","2",2023_24,e215ebea-f7d9-4423-8ed7-c4f08ad10edb,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1815587489145,38.8061220178399,"4937",FCAHS PLUM,OTH,Other, ,6815 EDSALL RD,SPRINGFIELD,"22151",https://interagency.fcps.edu/,"7036582736","3",2023_24,b6b27909-a96c-46c1-bd0a-952a7b5c7fe8,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4651363066724,38.885568053902,"4938",ISAEP WEST,ALTCT,Alternative Court, ,4700 STONECROFT BLVD,CHANTILLY,"20151",https://interagency.fcps.edu/,"5714234360","5",2023_24,cfa89dce-3b8d-4e16-ba51-b3c88a462baf,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0722814099882,38.7724671448125,"4939",TSRC WEST POTOMAC,ALTCT,Alternative Court, ,6400 QUANDER RD,ALEXANDRIA,"22307",https://interagency.fcps.edu/,"5714234360","3",2023_24,fd88143d-dc9a-4272-a67f-c1b2ae3edf0a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2124850568253,38.9041259011735,"4940",TSRC MARSHALL,ALTCT,Alternative Court, ,7731 LEESBURG PIKE,FALLS CHURCH,"22043",https://interagency.fcps.edu/,"5714234360","5",2023_24,edb40434-9ac7-4127-abc6-398c7dc6c382,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2453963093133,38.8839034974423,"4941",TSRC VIENNA,ALTCT,Alternative Court, ,101 CEDAR LN SW,VIENNA,"22180",https://interagency.fcps.edu/,"5714234360","1",2023_24,fb79d6f4-05a8-473e-82ed-874f248191a5,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3789890517586,38.9619387621754,"4942",FCAHS WEST,OTH,Other, ,465 SPRINGFIELD PL,HERNDON,"20170",https://interagency.fcps.edu/,"7036582736","1",2023_24,2c233da0-27e3-480a-b25f-4f022f9ad00b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1954208066441,38.8677675583003,"4943",ISAEP EAST,ALTCT,Alternative Court, ,3036 GRAHAM RD,FALLS CHURCH,"22042",https://interagency.fcps.edu/,"5714234360","2",2023_24,c205e1e0-ab31-41e3-b670-5386e0495336,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.080131476188,38.7644477017122,"4944",BRYANT IAS,ALTCT,Interagency Alternative School, ,2709 POPKINS LN,ALEXANDRIA,"22306",https://interagency.fcps.edu/,"5714234360","3",2023_24,b749060f-ee47-419a-b7ad-777f4a2616d9,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.080131476188,38.7644477017122,"4945",ISAEP SOUTH,ALTCT,Alternative Court, ,2709 POPKINS LN,ALEXANDRIA,"22306",https://interagency.fcps.edu/,"5714234360","3",2023_24,35ca9b5b-ce6f-4807-b6ee-6442f8d84565,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.080131476188,38.7644477017122,"4946",TSRC ALEXANDRIA,ALTCT,Alternative Court, ,2709 POPKINS LN,ALEXANDRIA,"22306",https://interagency.fcps.edu/,"5714234360","3",2023_24,e7e45a4a-8363-4422-8ba3-96f4011a954b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.080131476188,38.7644477017122,"4947",FCAHS BRYANT,OTH,Other, ,2709 POPKINS LN,ALEXANDRIA,"22306",https://interagency.fcps.edu/,"7036582736","3",2023_24,399ef9a2-e9cd-4b82-8b0d-1dabc6da78ef,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
