X,Y,OBJECTID,SCHOOL_NAME,SCHOOL_TYPE,TYPE_DESC,GRADES,ADDRESS,CITY,ZIP,WEB_ADDRESS,PHONE,REGION,SCH_YR,GlobalID,CreationDate,Creator,EditDate,Editor
-77.1690187903971,38.8185528288774,"4873",THOMAS JEFFERSON,HS,High School,9-12,6560 BRADDOCK RD,ALEXANDRIA,"22312",https://tjhsst.fcps.edu/,"7037508300","6",2023_24,8445422f-bed3-41ba-96c4-a19f80d1955b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1343139112001,38.7821365527199,"4874",EDISON,HS,High School,9-12,5801 FRANCONIA RD,ALEXANDRIA,"22310",https://edisonhs.fcps.edu/,"7039248000","3",2023_24,e0619ef1-1fff-462b-abb8-0dcd6e41a419,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1698874530334,38.7803772045515,"4875",LEWIS,HS,High School,9-12,6540 FRANCONIA RD,SPRINGFIELD,"22150",https://lewishs.fcps.edu/,"7039248300","6",2023_24,b652c1ba-13b2-48dd-859c-4386efa53f3e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0722821165054,38.7743048384616,"4876",WEST POTOMAC,HS,High School,9-12,6500 QUANDER RD,ALEXANDRIA,"22307",https://westpotomachs.fcps.edu/,"7037182500","3",2023_24,dff16b9a-d60d-4acb-9c96-80ed34404b9e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1439609285904,38.7508143248784,"4877",HAYFIELD,HS,High School,9-12,7630 TELEGRAPH RD,ALEXANDRIA,"22315",https://hayfieldss.fcps.edu/,"7039247400","6",2023_24,0028d8b8-fb80-49e1-8c1c-702d42ce8477,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0927725075736,38.7267643125645,"4878",MOUNT VERNON,HS,High School,9-12,8515 OLD MOUNT VERNON RD,ALEXANDRIA,"22309",https://mountvernonhs.fcps.edu/,"7036193100","3",2023_24,a041b980-943b-4290-b975-8b3181432f25,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3018735630227,38.8159314695262,"4879",ROBINSON,HS,High School,9-12,5035 SIDEBURN RD,FAIRFAX,"22032",https://robinsonss.fcps.edu/,"7034262100","4",2023_24,4292145d-d938-4d86-a194-9871199b550a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2657071465678,38.8040145065419,"4880",LAKE BRADDOCK,HS,High School,9-12,9200 BURKE LAKE RD,BURKE,"22015",https://lakebraddockss.fcps.edu/,"7034261000","4",2023_24,5a13eacd-fa7f-49af-b038-1a225d2389cf,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.240433832939,38.7860732504517,"4881",WEST SPRINGFIELD,HS,High School,9-12,6100 ROLLING RD,SPRINGFIELD,"22152",https://westspringfieldhs.fcps.edu/,"7039133800","4",2023_24,033f49d4-fb3e-4a15-bb93-883e201f2373,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4108441077896,38.8248366845421,"4882",CENTREVILLE,HS,High School,9-12,6001 UNION MILL RD,CLIFTON,"20124",https://centrevillehs.fcps.edu/,"7035023500","4",2023_24,a0742d82-07fb-4a5d-9515-cf5d68d2cbc9,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2386371363311,38.7170640870283,"4883",SOUTH COUNTY,HS,High School,9-12,8501 SILVERBROOK RD,LORTON,"22079",https://southcountyhs.fcps.edu/,"7034461600","4",2023_24,9f1b4850-153c-43b7-9de3-5d2053d11a8f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4065847789269,38.8802069909913,"4884",CHANTILLY,HS,High School,9-12,4201 STRINGFELLOW RD,CHANTILLY,"20151",https://chantillyhs.fcps.edu/,"7032228100","5",2023_24,64b83482-3be5-457f-9453-a721e576a27f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4651363066724,38.885568053902,"4885",WESTFIELD,HS,High School,9-12,4700 STONECROFT BLVD,CHANTILLY,"20151",https://westfieldhs.fcps.edu/,"7034886300","5",2023_24,2fa3645f-901c-4bdb-8495-0a742823da9d,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2864259451203,38.8598661773661,"4886",FAIRFAX,HS,High School,9-12,3501 LION RUN,FAIRFAX,"22030",https://fairfaxhs.fcps.edu/,"7032192200","5",2023_24,c3fedbd8-3d0a-4c78-b977-0c1bc0aaddce,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2758955387654,38.8389144925523,"4887",WOODSON,HS,High School,9-12,9525 MAIN ST,FAIRFAX,"22031",https://woodsonhs.fcps.edu/,"7035034600","5",2023_24,a6e45617-51c8-4052-961f-6609451b6874,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4254570059247,38.8374998564951,"4888",MOUNTAIN VIEW,HS,High School,9-12,"5775 SPINDLE CT
",CENTREVILLE,"20121",https://mountainviewhs.fcps.edu/,"7032272316","4",2023_24,73709b03-abf0-40f8-901a-16c458cc7c34,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.080131476188,38.7644477017122,"4889",BRYANT,HS,High School,K-12,"2709 POPKINS LN
",ALEXANDRIA,"22306",https://bryanths.fcps.edu/,"7036602001","3",2023_24,4627c87a-dac9-41d4-8248-605800fddbaf,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
