X,Y,OBJECTID,SCHOOL_NAME,SCHOOL_TYPE,TYPE_DESC,GRADES,ADDRESS,CITY,ZIP,WEB_ADDRESS,PHONE,REGION,SCH_YR,GlobalID,CreationDate,Creator,EditDate,Editor
-77.1554261516233,38.9186463420948,"4705",CHESTERBROOK,ES,Elementary School,K-6,1753 KIRBY RD,MCLEAN,"22101",https://chesterbrookes.fcps.edu/,"7037148200","2",2023_24,57c1bcd0-fd71-430b-910f-9d99dc4122e4,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1753473851181,38.9214337466257,"4706",KENT GARDENS,ES,Elementary School,K-6,1717 MELBOURNE DR,MCLEAN,"22101",https://kentgardenses.fcps.edu/,"7033945600","2",2023_24,b8571ff9-101b-44d1-bc3a-b2209ab6d2e1,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2922299346547,39.0015003228284,"4707",GREAT FALLS,ES,Elementary School,K-6,701 WALKER RD,GREAT FALLS,"22066",https://greatfallses.fcps.edu/,"7037572100","1",2023_24,3baf765e-0b86-4145-a62e-846ef68b623d,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3283013375431,38.9935707661698,"4708",FORESTVILLE,ES,Elementary School,K-6,1085 UTTERBACK STORE RD,GREAT FALLS,"22066",https://forestvillees.fcps.edu/,"7034046000","1",2023_24,9c640f43-5cc5-43d3-9577-69d02d28d85b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3872712723171,38.9964554189877,"4709",DRANESVILLE,ES,Elementary School,K-6,1515 POWELLS TAVERN PL,HERNDON,"20170",https://dranesvillees.fcps.edu/,"7033265200","1",2023_24,d954a3c1-f3fb-42d2-a117-1afc95c8d65a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3379650653327,38.9797555253497,"4710",ALDRIN,ES,Elementary School,K-6,11375 CENTER HARBOR RD,RESTON,"20194",https://aldrines.fcps.edu/,"7039043800","1",2023_24,e06e977e-25d3-44cf-94bb-76d648de11c2,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3583447166987,38.9802097311778,"4711",ARMSTRONG,ES,Elementary School,K-6,11900 LAKE NEWPORT RD,RESTON,"20194",https://armstronges.fcps.edu/,"7033754800","1",2023_24,8b697de8-7efa-410a-9a49-ab9ef00ecfd7,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1952227458579,38.9039695452768,"4712",LEMON ROAD,ES,Elementary School,K-6,7230 IDYLWOOD RD,FALLS CHURCH,"22043",https://lemonroades.fcps.edu/,"7037146400","2",2023_24,efc980c0-570d-49e4-bfe3-14af7636759e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2296010986564,38.9113289079096,"4713",FREEDOM HILL,ES,Elementary School,K-6,1945 LORD FAIRFAX RD,VIENNA,"22182",https://freedomhilles.fcps.edu/,"7035067800","5",2023_24,784c3d0d-465e-4c84-8e44-4a001a5e5973,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4088374943327,38.9131104564052,"4714",OAK HILL,ES,Elementary School,K-6,3210 KINROSS CIR,HERNDON,"20171",https://oakhilles.fcps.edu/,"7034673500","5",2023_24,b7e5432c-3aa7-4262-95ae-bd1905fa9a67,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3767863516461,38.9759213821679,"4715",HERNDON,ES,Elementary School,K-6,630 DRANESVILLE RD,HERNDON,"20170",https://herndones.fcps.edu/,"7033263100","1",2023_24,9d2f282a-7c2a-42c2-93cd-11dc79f0e98e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.391213163611,38.9837001653079,"4716",CLEARVIEW,ES,Elementary School,K-6,12635 BUILDERS RD,HERNDON,"20170",https://clearviewes.fcps.edu/,"7037086000","1",2023_24,ce80b4ea-8e61-4eed-8c7a-00956c65b54e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3295499137997,38.9688521611073,"4717",FOREST EDGE,ES,Elementary School,K-6,1501 BECONTREE LN,RESTON,"20190",https://forestedgees.fcps.edu/,"7039258000","1",2023_24,c41648cf-bc38-4147-a2f3-44c812724905,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.406913768588,38.9612876003889,"4718",HUTCHISON,ES,Elementary School,K-6,13209 PARCHER AVE,HERNDON,"20170",https://hutchisones.fcps.edu/,"7039258300","1",2023_24,b7f7f749-7950-4e02-9863-f8e464294308,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1834348889469,38.8626578833917,"4719",WESTLAWN,ES,Elementary School,K-6,3200 WESTLEY RD,FALLS CHURCH,"22042",https://westlawnes.fcps.edu/,"7032415100","2",2023_24,b3193dcc-ae23-47d0-bb4c-ae6dcd9e8c32,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2087490345637,38.870716215019,"4720",PINE SPRING,ES,Elementary School,K-6,7607 WILLOW LN,FALLS CHURCH,"22042",https://pinespringes.fcps.edu/,"5712264400","2",2023_24,ad00571e-9c0d-4425-ad2e-fca82e9f026a,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2479493025868,38.8697789683497,"4721",FAIRHILL,ES,Elementary School,K-6,3001 CHICHESTER LN,FAIRFAX,"22031",https://fairhilles.fcps.edu/,"7032088100","2",2023_24,7740cc7d-110e-48c6-a93e-72d48469601e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2779608994305,38.8985457569566,"4722",LOUISE ARCHER,ES,Elementary School,K-6,324 NUTLEY ST NW,VIENNA,"22180",https://archeres.fcps.edu/,"7039376200","1",2023_24,6fdd1eea-3ab3-40b2-b569-d400ddcb2c4f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3789088629837,38.8892540838116,"4723",NAVY,ES,Elementary School,K-6,3500 WEST OX RD,FAIRFAX,"22033",https://navyes.fcps.edu/,"7032627100","1",2023_24,e7ed5375-f0b4-4e81-9064-48f2e8a7dace,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4110162097047,38.890364081516,"4724",LEES CORNER,ES,Elementary School,K-6,13500 HOLLINGER AVE,FAIRFAX,"22033",https://leescorneres.fcps.edu/,"7032273500","5",2023_24,ab94e562-7a4a-4c52-b7b8-aba3ad302b00,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2059161748796,38.8887827328706,"4725",SHREVEWOOD,ES,Elementary School,K-6,7525 SHREVE RD,FALLS CHURCH,"22043",https://shrevewoodes.fcps.edu/,"7036456600","5",2023_24,1cb4d688-285e-4391-bd55-18e06f68a5d9,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1979459190636,38.8797692947546,"4726",TIMBER LANE,ES,Elementary School,K-6,2737 WEST ST,FALLS CHURCH,"22046",https://timberlanees.fcps.edu/,"7032065300","2",2023_24,1fc46167-bdce-45c9-a8cf-fb8506121b3f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1908090839099,38.8765411656249,"4727",GRAHAM ROAD,ES,Elementary School,K-6,2831 GRAHAM RD,FALLS CHURCH,"22042",https://grahamroades.fcps.edu/,"5712262700","2",2023_24,a13503f3-a4ad-4290-84b2-3a58e97a2a7e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.22950319053,38.8846924140451,"4728",STENWOOD,ES,Elementary School,K-6,2620 GALLOWS RD,VIENNA,"22180",https://stenwoodes.fcps.edu/,"7032087600","5",2023_24,576df494-195b-4909-af0d-82892837c887,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.245618866707,38.9211266661727,"4729",WESTBRIAR,ES,Elementary School,K-6,1741 PINE VALLEY DR,VIENNA,"22182",https://westbriares.fcps.edu/,"7039371700","5",2023_24,a3470d3b-d0cc-48d6-9ae4-4a9da4d1b1c5,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2665351173363,38.9176458687567,"4730",WOLFTRAP,ES,Elementary School,K-6,1903 BEULAH RD,VIENNA,"22182",https://wolftrapes.fcps.edu/,"7033197300","1",2023_24,b348d072-4e8e-4df9-bc48-01a42647ba56,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3822713015142,38.9280364878524,"4731",FOX MILL,ES,Elementary School,K-6,2611 VIKING DR,HERNDON,"20171",https://foxmilles.fcps.edu/,"7032622700","1",2023_24,9441cb51-e8f8-42fe-8b2c-7ffcda053d33,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1655272340129,38.8198138640294,"4732",WEYANOKE,ES,Elementary School,K-5,6520 BRADDOCK RD,ALEXANDRIA,"22312",https://weyanokees.fcps.edu/,"7038135400","6",2023_24,fbdb099c-c03f-4ea4-9497-8dc7146b7afc,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1761793851913,38.8291678206038,"4733",COLUMBIA,ES,Elementary School,K-6,6720 ALPINE DR,ANNANDALE,"22003",https://columbiaes.fcps.edu/,"7039162500","6",2023_24,578495bf-0363-45e8-a4f9-f173dddeb06b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2081972310586,38.8272352638585,"4734",ANNANDALE TERRACE,ES,Elementary School,K-5,7604 HERALD ST,ANNANDALE,"22003",https://annandaleterracees.fcps.edu/,"7036585600","6",2023_24,f2de3849-3ee2-43eb-a2d4-2d4cf364c3f1,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2155401393758,38.8222723610177,"4735",BRADDOCK,ES,Elementary School,K-5,7825 HERITAGE DR,ANNANDALE,"22003",https://braddockes.fcps.edu/,"7039147300","6",2023_24,e08aa177-d144-45d2-acf1-dc57b217b6a5,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.266594220252,38.8261800931219,"4736",LITTLE RUN,ES,Elementary School,K-6,4511 OLLEY LN,FAIRFAX,"22032",https://littlerunes.fcps.edu/,"7035033500","5",2023_24,76514e08-f474-4c80-af4d-9355c92b0f5f,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2766257767928,38.8311746260033,"4737",OLDE CREEK,ES,Elementary School,K-6,9524 OLD CREEK DR,FAIRFAX,"22032",https://oldecreekes.fcps.edu/,"7034263100","5",2023_24,da4ac4d5-8483-496b-a341-b11bf121350c,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3798908314032,38.8318825860783,"4738",WILLOW SPRINGS,ES,Elementary School,K-6,5400 WILLOW SPRINGS SCHOOL RD,FAIRFAX,"22030",https://willowspringses.fcps.edu/,"7036796000","5",2023_24,5d5b9ae3-2d11-4d87-9739-ca49fdaf7895,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4176313791446,38.8204380517095,"4739",UNION MILL,ES,Elementary School,K-6,13611 SPRINGSTONE DR,CLIFTON,"20124",https://unionmilles.fcps.edu/,"7033228500","4",2023_24,4d17d1a0-e2dd-4a7e-b869-0d9717403060,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4406491760593,38.8196625886711,"4740",CENTREVILLE,ES,Elementary School,K-6,14330 GREEN TRAILS BLVD,CENTREVILLE,"20121",https://centrevillees.fcps.edu/,"7035023500","4",2023_24,0d8d7aef-8f77-4c36-abc8-a9d94dc6ad93,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4455671349294,38.8257935722041,"4741",CENTRE RIDGE,ES,Elementary School,K-6,14400 NEW BRADDOCK RD,CENTREVILLE,"20121",https://centreridgees.fcps.edu/,"7032272600","4",2023_24,e8710ad7-7eb4-496c-b817-4a2f5f35fc62,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4755281043991,38.8286628480282,"4742",BULL RUN,ES,Elementary School,K-6,15301 ROUTE 29,CENTREVILLE,"20121",https://bullrunes.fcps.edu/,"7032271400","4",2023_24,a87094bc-c674-4c87-831d-fd9c68d6eee0,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2860743768372,38.8698952123818,"4743",MOSAIC,ES,Elementary School,K-6,9819 FIVE OAKS RD,FAIRFAX,"22031",https://mosaices.fcps.edu/,"7039371600","1",2023_24,d4beddb4-9e94-48b7-a285-a9a2401068c9,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3256731074341,38.8640647091704,"4744",PROVIDENCE,ES,Elementary School,K-6,3616 JERMANTOWN RD,FAIRFAX,"22030",https://providencees.fcps.edu/,"7034604400","5",2023_24,e246c217-f557-4959-9761-e08619b0fe3c,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3943925780714,38.8714213558314,"4745",GREENBRIAR EAST,ES,Elementary School,K-6,13006 POINT PLEASANT DR,FAIRFAX,"22033",https://greenbriareastes.fcps.edu/,"7036336400","5",2023_24,cc5a6205-73ae-4eb5-91df-47f487ce10a9,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4148263406067,38.8627653300567,"4746",POPLAR TREE,ES,Elementary School,K-6,13440 MELVILLE LN,CHANTILLY,"20151",https://poplartreees.fcps.edu/,"7036337400","5",2023_24,68ab6512-d33f-40b3-8600-c60a43b00151,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.458516850243,38.865718117931,"4747",CUB RUN,ES,Elementary School,K-6,5301 SULLY STATION DR,CENTREVILLE,"20120",https://cubrunes.fcps.edu/,"7036337500","5",2023_24,12eff23e-0f62-40e2-bc1e-d94a1f11c853,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1810854635538,38.8529465798977,"4748",BEECH TREE,ES,Elementary School,K-5,3401 BEECHTREE LN,FALLS CHURCH,"22042",https://beechtreees.fcps.edu/,"7035312600","2",2023_24,c9c6c2c4-542d-4756-a880-909e7915dddc,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1687061425379,38.8558013991018,"4749",SLEEPY HOLLOW,ES,Elementary School,K-5,3333 SLEEPY HOLLOW RD,FALLS CHURCH,"22044",https://sleepyhollowes.fcps.edu/,"7032377000","2",2023_24,50ad7cd6-9efd-43d6-b299-e4df98c829e3,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2500817343457,38.8922970209941,"4750",CUNNINGHAM PARK,ES,Elementary School,K-6,1001 PARK ST SE,VIENNA,"22180",https://cunninghamparkes.fcps.edu/,"7032555600","1",2023_24,aed194c4-9b50-4317-8c1d-4d94e159ef17,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2632673206305,38.9011463802941,"4751",VIENNA,ES,Elementary School,K-6,128 CENTER ST S,VIENNA,"22180",https://viennaes.fcps.edu/,"7039376000","1",2023_24,afbb580e-4943-4e9e-b731-2e1b6a307a09,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2847705160474,38.8960755623051,"4752",FLINT HILL,ES,Elementary School,K-6,2444 FLINT HILL RD,VIENNA,"22181",https://flinthilles.fcps.edu/,"7032426100","1",2023_24,294765b2-fd1b-4329-a6f1-ce089a77bc61,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2666276232685,38.8822635900049,"4753",MARSHALL ROAD,ES,Elementary School,K-6,730 MARSHALL RD SW,VIENNA,"22180",https://marshallroades.fcps.edu/,"7039371500","1",2023_24,6027ae05-8aaa-42af-8b9d-0425ff7578e6,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3042827951774,38.8801879942633,"4754",OAKTON,ES,Elementary School,K-6,3000 CHAIN BRIDGE RD,OAKTON,"22124",https://oaktones.fcps.edu/,"7039376100","1",2023_24,e3321f6b-f5e3-4a73-bc7e-b344dcb2add9,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3447841865136,38.8763830528777,"4755",WAPLES MILL,ES,Elementary School,K-6,11509 WAPLES MILL RD,OAKTON,"22124",https://waplesmilles.fcps.edu/,"7033907700","1",2023_24,3782da71-56c2-4d88-8e67-b37f0efe8036,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4056521160396,38.8763379980207,"4756",GREENBRIAR WEST,ES,Elementary School,K-6,13300 POPLAR TREE RD,FAIRFAX,"22033",https://greenbriarwestes.fcps.edu/,"7036336700","5",2023_24,e0f97d74-1dad-4ec0-954a-fa50a69cc529,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4192737195324,38.8823971792513,"4757",BROOKFIELD,ES,Elementary School,K-6,4200 LEES CORNER RD,CHANTILLY,"20151",https://brookfieldes.fcps.edu/,"7038148700","5",2023_24,8feb310f-334f-4fe7-8774-ea624282d05c,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.32354098373,38.8399871001375,"4758",FAIRFAX VILLA,ES,Elementary School,K-6,10900 SANTA CLARA DR,FAIRFAX,"22030",https://fairfaxvillaes.fcps.edu/,"7032672800","5",2023_24,cc6f1371-577d-4750-a6d3-599ee79cecea,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.4079905346286,38.8461483842305,"4759",POWELL,ES,Elementary School,K-6,13340 LELAND RD,CENTREVILLE,"20120",https://powelles.fcps.edu/,"5715226000","4",2023_24,f3c95eb9-9f3a-428d-9c34-36670b14ef2e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3097518147785,38.8040757644683,"4760",BONNIE BRAE,ES,Elementary School,K-6,5420 SIDEBURN RD,FAIRFAX,"22032",https://bonniebraees.fcps.edu/,"7033213900","4",2023_24,3efbb1c3-2ba7-47d1-8579-b7c86a0b7cb4,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.3245645278673,38.7976861500472,"4761",FAIRVIEW,ES,Elementary School,K-6,5815 OX RD,FAIRFAX STATION,"22039",https://fairviewes.fcps.edu/,"7035033700","4",2023_24,123c3b5c-cd05-4d27-bf31-2faaa7563f32,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0795897487312,38.7850946437202,"4762",MOUNT EAGLE,ES,Elementary School,K-6,6116 N KINGS HWY,ALEXANDRIA,"22303",https://mounteaglees.fcps.edu/,"7037212100","3",2023_24,6704a115-47cb-4a02-8e85-8dc4e41f354d,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1173526164727,38.781910709642,"4763",ROSE HILL,ES,Elementary School,K-6,6301 ROSE HILL DR,ALEXANDRIA,"22310",https://rosehilles.fcps.edu/,"7033134200","3",2023_24,c0aab9ac-24c7-417c-938c-9503abe8ffb4,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2980171190847,38.7854752846626,"4764",TERRA CENTRE,ES,Elementary School,K-6,6000 BURKE CENTRE PKWY,BURKE,"22015",https://terracentrees.fcps.edu/,"7032491400","4",2023_24,f462d97d-f783-4ca8-aa30-f97546a36054,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0610355045928,38.7719600280004,"4765",BELLE VIEW,ES,Elementary School,K-6,6701 FORT HUNT RD,ALEXANDRIA,"22307",https://belleviewes.fcps.edu/,"7036608300","3",2023_24,7ca33dfe-0ee3-449e-aca3-6e43306bde6b,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0740440630726,38.7665852374086,"4766",BUCKNELL,ES,Elementary School,K-6,6925 UNIVERSITY DR,ALEXANDRIA,"22307",https://bucknelles.fcps.edu/,"7036602900","3",2023_24,8011a5db-797e-432f-a109-72e3fc330a92,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.0949745459911,38.7688053564729,"4767",GROVETON,ES,Elementary School,K-6,6900 HARRISON LN,ALEXANDRIA,"22306",https://grovetones.fcps.edu/,"7037188000","3",2023_24,de1e07fc-c2e3-4c43-bfb2-832ad7534d3d,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1695841516509,38.776250456235,"4768",FORESTDALE,ES,Elementary School,K-6,6530 ELDER AVE,SPRINGFIELD,"22150",https://forestdalees.fcps.edu/,"7033134300","6",2023_24,9a7a7e46-75b5-4293-b7be-106f01cdcc82,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.1899309303035,38.777518803775,"4769",GARFIELD,ES,Elementary School,K-6,7101 OLD KEENE MILL RD,SPRINGFIELD,"22150",https://garfieldes.fcps.edu/,"7039232900","6",2023_24,4fbaf494-c4cb-4412-9d69-c7623a5e8162,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2192544078076,38.7692373308107,"4770",WEST SPRINGFIELD,ES,Elementary School,K-6,6802 DELAND DR,SPRINGFIELD,"22152",https://westspringfieldes.fcps.edu/,"7039133800","4",2023_24,61a777ac-0dcb-4b7c-b38b-d83b7a01464e,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
-77.2314250085432,38.7689225000695,"4771",ROLLING VALLEY,ES,Elementary School,K-6,6703 BARNACK DR,SPRINGFIELD,"22152",https://rollingvalleyes.fcps.edu/,"7039232700","4",2023_24,6afb4dfe-a32f-41e3-a99c-131eff94a552,2023/10/15 05:02:31.391+00,FairfaxCounty,2023/10/15 05:02:31.391+00,FairfaxCounty
